843;580401;神舟(HASEE)战神Z7M-KP7SC GTX1050Ti 4G 15.6英寸游戏笔记本电脑(I7-8750H 8G 1T+256G SSD 1080P)IPS;6099.00
7519;581483;华硕(ASUS) 飞行堡垒五代FX80GM  15.6英寸电竞屏游戏笔记本电脑(i7-8750H 8G 256GSSD+1T GTX1060 6G);8499.00
18669;569466;惠普(HP)246 G6 2FF86PA 14英寸笔记本电脑 N3350/4G/500G/集显;2099.00
14948;566791;戴尔 灵越 7570-R2645P 15.6英寸轻薄笔记本电脑 i5-8250U/8G/128GSSD+1T/GT940MX 4G独显;6099.00
35924;580118;戴尔(DELL) XPS 13-9370-1705 13.3英寸窄边框轻薄笔记本电脑(i7-8550U 8G 256G固态 金);11999.00
2682;575112;华硕 灵耀U4100UN8250 14英寸笔记本电脑 I5-8250U/8G/256GSSD/MX150 2G独显;5999.00
36411;575576;戴尔 成就13-5370-R1605S 13.3英寸笔记本电脑 i5-8250U/8G/256GSSD/集显;4599.00
11720;578363;ThinkPad X1 Carbon 2018(20KHA005CD)14英寸轻薄笔记本电脑(i7-8550U 16G 1TSSD 集显);20999.00
3329;569377;ThinkPad X270(20HNA048CD)12.5英寸轻薄笔记本电脑 i7-7500U/8G/256GSSD/集显;9999.00
5073;579883;华为(HUAWEI) MateBook Xpro（Mach-W19B） 13.9英寸超轻薄全面屏笔记本(i5-8250U 8G 256G 3K 指纹 触控 office)银;7788.00
37897;576507;戴尔 灵越5280-R1505S 12.3英寸二合一平板电脑i5-7Y54/8G/256GSSD/集显;5299.00
19140;548398;联想 扬天商用 V110-15 15.6英寸笔记本电脑 i5-7200U/4G/128GSSD/R5 2G独显;3699.00
24989;577667;华硕 灵耀U4000UQ 14英寸笔记本电脑 i5-7200U/8G/512GSSD/940MX 2G独显;5188.00
113939;581688;华硕顽石(ASUS) FL8000UF8550 15.6英寸影音笔记本电脑(i7-8550U 8G 128GSSD+1T MX130 2G独显 FHD);4798.00
18676;569465;惠普(HP)246 G6 2FF87PA 14英寸笔记本电脑 i3-6006U/4G/500G/R5 2G独显;2999.00
18672;569462;惠普(HP) 246 G6 2FF88PA 14英寸笔记本电脑 i5-7200U/4G/500G/R5 2G独显;3199.00
7511;581800;华硕(ASUS) 飞行堡垒五代FX80GM8300 15.6英寸电竞屏游戏笔记本电脑(i5-8300H 8G 256GSSD+1T GTX1060 6G);7999.00
19150;581484;联想(Lenovo)扬天威6 14英寸商务轻薄笔记本电脑(i5-8250U 8G 256G PCIe SSD FHD MX150  Win10)铁灰;4699.00
56969;576161;华硕 顽石升级版FL5700UP 15.6英寸笔记本电脑 i7-8550U/4G/1T/R5 2G独显;4399.00
56969;569402;华硕 顽石电竞版FL8000UN8550 15.6英寸游戏笔记本电脑 i7-8550U/8G/1T/MX150 4G独显;5199.00
19145;581485;联想(Lenovo)扬天威6 14英寸笔记本电脑(i7-8550U 8G 512G PCIe SSD FHD防眩光 MX150 显卡 Win10)铁灰;6799.00
29907;565667;戴尔 Ins 13-7370-R1705S 13.3英寸轻薄笔记本电脑 i7-8550U/8G/256GSSD/集显;5799.00
17963;577411;戴尔 XPS13-9370-R1905TG 13.3英寸笔记本电脑 i7-8550U/16G/512G/集显;15999.00
